,keyword_source,full_name,html_url,create_date,update_date,pushed_date,language,stars,forks,watchers,open_issues,is_fork,topics,description,included_libraries,require_list,source_type,cluster,year,update_year,text
40,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",kootenpv/whereami,https://github.com/kootenpv/whereami,2016-09-18T17:50:24+00:00,2025-05-15T05:56:22+00:00,2023-11-30T10:27:09+00:00,Python,5126.0,248.0,5126.0,15.0,FALSE,"['whereami', 'wifi-signal', 'access-point', 'distance', 'cross-platform', 'indoor-positioning', 'hacktoberfest', 'hacktoberfest2021']",Uses WiFi signals :signal_strength: and machine learning to predict where you are ,"numpy, scikit-learn, scipy, tqdm","['access-points', 'numpy', 'scikit-learn', 'scipy', 'tqdm']",both,0,2016,2025,"Uses WiFi signals :signal_strength: and machine learning to predict where you are  ['whereami', 'wifi-signal', 'access-point', 'distance', 'cross-platform', 'indoor-positioning', 'hacktoberfest', 'hacktoberfest2021']"
41,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",farizrahman4u/recurrentshop,https://github.com/farizrahman4u/recurrentshop,2016-09-21T23:30:47+00:00,2025-03-23T01:38:30+00:00,2022-10-29T22:02:08+00:00,Python,765.0,216.0,765.0,46.0,FALSE,[],Framework for building complex recurrent neural networks with Keras,keras,"['keras', 'numpy', 'tensorflow']",both,10,2016,2025,Framework for building complex recurrent neural networks with Keras []
42,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,2016-09-19T13:36:17+00:00,2025-04-28T13:08:37+00:00,2023-02-10T06:20:14+00:00,Python,418.0,73.0,418.0,18.0,FALSE,"['feature-selection', 'data-science', 'python']","A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for Machine Learning.","numpy, scikit-learn, scipy","['numpy', 'scikit-learn', 'scipy']",setup,0,2016,2025,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for Machine Learning. ['feature-selection', 'data-science', 'python']"
43,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",ViciousPotato/safaribooks,https://github.com/ViciousPotato/safaribooks,2016-09-17T17:25:46+00:00,2025-02-03T11:54:49+00:00,2023-10-25T21:17:35+00:00,Python,350.0,78.0,350.0,36.0,FALSE,[],Convert safaribooksonline ebook to epub and Kindle mobi format,"beautifulsoup4, jinja2, scrapy, twisted","['beautifulsoup4', 'jinja2', 'scrapy', 'twisted']",setup,11,2016,2025,Convert safaribooksonline ebook to epub and Kindle mobi format []
44,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",alshedivat/keras-gp,https://github.com/alshedivat/keras-gp,2016-09-30T22:07:01+00:00,2025-01-05T12:05:02+00:00,2024-08-02T16:12:47+00:00,Python,249.0,54.0,249.0,11.0,FALSE,"['keras', 'theano', 'tensorflow', 'gaussian-processes', 'neural-networks', 'machine-learning']",Keras + Gaussian Processes: Learning scalable deep and recurrent kernels.,"keras, numpy, pyyaml, six, tensorflow","['h5py', 'ipython', 'keras', 'numpy', 'oct2py', 'pyyaml', 'scipy', 'six', 'tensorflow']",both,10,2016,2025,"Keras + Gaussian Processes: Learning scalable deep and recurrent kernels. ['keras', 'theano', 'tensorflow', 'gaussian-processes', 'neural-networks', 'machine-learning']"
45,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",amueller/mglearn,https://github.com/amueller/mglearn,2016-09-30T20:36:46+00:00,2025-05-20T07:13:42+00:00,2024-03-14T02:45:48+00:00,Python,234.0,115.0,234.0,8.0,FALSE,[],"mglearn helper package for ""Introduction to Machine Learning with Python""","cycler, imageio, joblib, matplotlib, numpy, pandas, pillow, scikit-learn","['cycler', 'imageio', 'joblib', 'matplotlib', 'numpy', 'pandas', 'pillow', 'scikit-learn']",setup,8,2016,2025,"mglearn helper package for ""Introduction to Machine Learning with Python"" []"
46,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",vicolab/ml-pyxis,https://github.com/vicolab/ml-pyxis,2016-09-02T12:02:21+00:00,2025-03-19T12:27:08+00:00,2020-09-18T20:12:07+00:00,Python,117.0,17.0,117.0,1.0,FALSE,"['dataset-manager', 'python', 'lmdb', 'msgpack', 'machine-learning', 'deep-learning', 'dataset', 'data-science', 'data']",Tool for reading and writing datasets of tensors in a Lightning Memory-Mapped Database (LMDB). Designed to manage machine learning datasets with fast reading speeds.,"lmdb, numpy, six","['lmdb', 'msgpack', 'numpy', 'six']",setup,12,2016,2025,"Tool for reading and writing datasets of tensors in a Lightning Memory-Mapped Database (LMDB). Designed to manage machine learning datasets with fast reading speeds. ['dataset-manager', 'python', 'lmdb', 'msgpack', 'machine-learning', 'deep-learning', 'dataset', 'data-science', 'data']"
47,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",fabiencro/knmt,https://github.com/fabiencro/knmt,2016-09-27T06:38:53+00:00,2023-01-09T20:11:43+00:00,2020-05-22T05:14:22+00:00,Python,46.0,15.0,46.0,10.0,FALSE,[],A Neural Machine Translation implementation in Chainer,"chainer, numpy, plotly","['3-7', 'bokeh', 'chainer', 'numpy', 'plotly']",setup,9,2016,2023,A Neural Machine Translation implementation in Chainer []
48,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",mljar/mljar-api-python,https://github.com/mljar/mljar-api-python,2016-09-06T09:09:38+00:00,2023-01-27T23:28:27+00:00,2022-06-21T21:14:53+00:00,Python,42.0,10.0,42.0,4.0,FALSE,"['machine-learning-api', 'machine-learning', 'mljar-api-python', 'python', 'predictive-analytics', 'predictive-modeling', 'prediction-algorithm']",A simple python wrapper over MLJAR API.,"marshmallow, requests","['future', 'marshmallow', 'numpy', 'pandas', 'requests']",both,12,2016,2023,"A simple python wrapper over MLJAR API. ['machine-learning-api', 'machine-learning', 'mljar-api-python', 'python', 'predictive-analytics', 'predictive-modeling', 'prediction-algorithm']"
49,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",paulbrodersen/entropy_based_binning,https://github.com/paulbrodersen/entropy_based_binning,2016-09-08T13:00:18+00:00,2024-01-22T13:52:17+00:00,2020-01-16T18:44:08+00:00,Python,34.0,11.0,34.0,0.0,FALSE,[],Entropy based binning of discrete variables. ,numpy,['numpy'],setup,0,2016,2024,Entropy based binning of discrete variables.  []
50,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",HDI-Project/ATM,https://github.com/HDI-Project/ATM,2016-10-14T18:03:00+00:00,2025-05-20T20:32:52+00:00,2020-02-21T17:44:07+00:00,Python,529.0,139.0,529.0,18.0,FALSE,"['machine-learning', 'data-science', 'hyperparameter-optimization', 'distributed-computing', 'automl']","Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).","boto3, docutils, flask, flask-sqlalchemy, future, numpy, pandas, pymysql, python-daemon, requests, scikit-learn, scipy, simplejson, sqlalchemy, tqdm, werkzeug","['baytune', 'boto3', 'docutils', 'flask', 'flask-restless', 'flask-restless-swagger-2', 'flask-sqlalchemy', 'future', 'numpy', 'pandas', 'psutil', 'pymysql', 'python-daemon', 'requests', 'scikit-learn', 'scipy', 'simplejson', 'sqlalchemy', 'tqdm', 'werkzeug']",setup,0,2016,2025,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning). ['machine-learning', 'data-science', 'hyperparameter-optimization', 'distributed-computing', 'automl']"
51,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",tambetm/gym-minecraft,https://github.com/tambetm/gym-minecraft,2016-10-01T02:01:18+00:00,2025-05-19T23:11:47+00:00,2021-03-21T09:13:22+00:00,Python,282.0,29.0,282.0,9.0,FALSE,[],"Minecraft environment for Open AI Gym, based on Microsoft's Malmo.","gym, pygame","['gym', 'minecraft-py', 'pygame']",setup,13,2016,2025,"Minecraft environment for Open AI Gym, based on Microsoft's Malmo. []"
52,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",obachem/kmc2,https://github.com/obachem/kmc2,2016-10-28T14:33:08+00:00,2024-11-04T06:53:52+00:00,2021-10-11T17:11:34+00:00,Python,203.0,58.0,203.0,3.0,FALSE,[],Cython implementation of k-MC2 and AFK-MC2 seeding,"nose, numpy, scikit-learn, scipy","['nose', 'numpy', 'scikit-learn', 'scipy']",setup,0,2016,2024,Cython implementation of k-MC2 and AFK-MC2 seeding []
53,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",hoxo-m/densratio_py,https://github.com/hoxo-m/densratio_py,2016-10-25T10:11:56+00:00,2024-12-16T23:32:49+00:00,2023-08-27T22:05:38+00:00,Python,130.0,30.0,130.0,14.0,FALSE,"['machine-learning', 'machine-learning-algorithms', 'machine-learning-library', 'anomalydetection', 'density-ratio-estimation']",A Python Package for Density Ratio Estimation,numpy,"['numpy', 'pytest', 'sphinx']",both,0,2016,2024,"A Python Package for Density Ratio Estimation ['machine-learning', 'machine-learning-algorithms', 'machine-learning-library', 'anomalydetection', 'density-ratio-estimation']"
54,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",TensorPy/TensorPy,https://github.com/TensorPy/TensorPy,2016-10-14T17:24:18+00:00,2025-03-15T10:32:33+00:00,2020-09-27T00:01:23+00:00,Python,46.0,27.0,46.0,1.0,FALSE,"['tensorflow', 'image-classification', 'python', 'machine-vision', 'machine-learning']",Easy Image Classification with TensorFlow,"beautifulsoup4, pillow, pip, requests, six, tensorflow","['beautifulsoup4', 'pillow', 'pip', 'requests', 'six', 'tensorflow']",both,10,2016,2025,"Easy Image Classification with TensorFlow ['tensorflow', 'image-classification', 'python', 'machine-vision', 'machine-learning']"
55,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",deepgram/kur,https://github.com/deepgram/kur,2016-11-19T02:42:09+00:00,2025-04-09T11:47:53+00:00,2024-02-05T20:47:29+00:00,Python,822.0,108.0,822.0,17.0,FALSE,"['deep-learning', 'deep-neural-networks', 'speech-recognition', 'deep-learning-tutorial', 'machine-learning', 'neural-networks', 'neural-network', 'image-recognition', 'speech-to-text']",Descriptive Deep Learning,"jinja2, keras, matplotlib, numpy, pydub, python-magic, pyyaml, scipy, theano, tqdm","['jinja2', 'keras', 'matplotlib', 'numpy', 'pydub', 'python-magic', 'python-speech-features', 'pyyaml', 'scipy', 'theano', 'tqdm']",setup,10,2016,2025,"Descriptive Deep Learning ['deep-learning', 'deep-neural-networks', 'speech-recognition', 'deep-learning-tutorial', 'machine-learning', 'neural-networks', 'neural-network', 'image-recognition', 'speech-to-text']"
56,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",vecxoz/vecstack,https://github.com/vecxoz/vecstack,2016-11-08T13:23:21+00:00,2025-04-22T10:19:47+00:00,2024-08-14T09:00:03+00:00,Python,692.0,83.0,692.0,0.0,FALSE,"['stacking', 'stacked-generalization', 'explain-stacking', 'stacking-tutorial', 'blending', 'bagging', 'ensembling', 'ensemble', 'ensemble-learning', 'machine-learning']",Python package for stacking (machine learning technique),"numpy, scikit-learn, scipy","['numpy', 'scikit-learn', 'scipy']",setup,0,2016,2025,"Python package for stacking (machine learning technique) ['stacking', 'stacked-generalization', 'explain-stacking', 'stacking-tutorial', 'blending', 'bagging', 'ensembling', 'ensemble', 'ensemble-learning', 'machine-learning']"
57,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",pyprob/pyprob,https://github.com/pyprob/pyprob,2016-11-12T15:04:32+00:00,2025-04-08T06:50:46+00:00,2024-05-08T21:09:22+00:00,Python,391.0,55.0,391.0,39.0,FALSE,[],"A probabilistic programming system for simulators and high-performance computing (HPC), based on PyTorch","flatbuffers, matplotlib, numpy, pydotplus, pyyaml, pyzmq, scikit-learn, sqlitedict, termcolor, torch","['flatbuffers', 'matplotlib', 'numpy', 'pydotplus', 'pyyaml', 'pyzmq', 'scikit-learn', 'sqlitedict', 'termcolor', 'torch']",setup,0,2016,2025,"A probabilistic programming system for simulators and high-performance computing (HPC), based on PyTorch []"
58,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",mbernico/snape,https://github.com/mbernico/snape,2016-11-28T22:05:27+00:00,2024-11-13T13:59:33+00:00,2020-05-20T20:27:02+00:00,Python,166.0,20.0,166.0,3.0,FALSE,"['dataset', 'snape', 'students', 'regression', 'classification', 'python']","Snape is a convenient artificial dataset generator that wraps sklearn's make_classification and make_regression and then adds in 'realism' features such as complex formating, varying scales, categorical variables, and missing values.","beautifulsoup4, lxml, numpy, pandas, requests, scikit-learn","['beautifulsoup4', 'lxml', 'numpy', 'pandas', 'requests', 'scikit-learn']",setup,12,2016,2024,"Snape is a convenient artificial dataset generator that wraps sklearn's make_classification and make_regression and then adds in 'realism' features such as complex formating, varying scales, categorical variables, and missing values. ['dataset', 'snape', 'students', 'regression', 'classification', 'python']"
59,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",cytomining/DeepProfiler,https://github.com/cytomining/DeepProfiler,2016-11-10T21:33:35+00:00,2025-05-13T15:31:11+00:00,2024-10-19T23:22:52+00:00,Python,116.0,42.0,116.0,30.0,FALSE,[],Morphological profiling using deep learning ,"beautifulsoup4, click, comet-ml, efficientnet, imagecodecs, lxml, numpy, pandas, scikit-image, scikit-learn, scipy, tensorflow, tensorflow-addons, tqdm","['beautifulsoup4', 'click', 'comet-ml', 'efficientnet', 'gpyopt', 'imagecodecs', 'lxml', 'numpy', 'pandas', 'scikit-image', 'scikit-learn', 'scipy', 'tensorflow', 'tensorflow-addons', 'tqdm']",setup,7,2016,2025,Morphological profiling using deep learning  []
60,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",slinderman/recurrent-slds,https://github.com/slinderman/recurrent-slds,2016-11-14T13:59:54+00:00,2025-05-20T20:09:39+00:00,2023-04-30T06:32:14+00:00,Python,110.0,25.0,110.0,3.0,FALSE,[],Recurrent Switching Linear Dynamical Systems,"matplotlib, numpy, scipy, seaborn","['matplotlib', 'numpy', 'pybasicbayes', 'pyhsmm', 'pylds', 'pypolyagamma', 'pyslds', 'scipy', 'seaborn']",setup,14,2016,2025,Recurrent Switching Linear Dynamical Systems []
61,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",marteinn/wagtail-alt-generator,https://github.com/marteinn/wagtail-alt-generator,2016-11-18T21:24:22+00:00,2025-03-28T06:43:36+00:00,2021-07-16T04:22:35+00:00,Python,83.0,13.0,83.0,7.0,FALSE,"['wagtail', 'django', 'computer-vision']",Insert image description and tags with the help of computer vision,"requests, wagtail","['requests', 'wagtail']",setup,8,2016,2025,"Insert image description and tags with the help of computer vision ['wagtail', 'django', 'computer-vision']"
62,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",PPPLDeepLearning/plasma-python,https://github.com/PPPLDeepLearning/plasma-python,2016-11-06T03:50:53+00:00,2025-04-11T00:11:42+00:00,2023-03-13T07:48:25+00:00,Python,83.0,42.0,83.0,22.0,FALSE,"['rnn', 'deep-learning', 'plasma-physics', 'tensorflow', 'keras']",PPPL deep learning disruption prediction package,"joblib, matplotlib, mpi4py, pathos, scikit-learn, xgboost","['hyperopt', 'joblib', 'matplotlib', 'mpi4py', 'pathos', 'scikit-learn', 'xgboost']",setup,10,2016,2025,"PPPL deep learning disruption prediction package ['rnn', 'deep-learning', 'plasma-physics', 'tensorflow', 'keras']"
